Acetaminophen,Pain reliever,$5.99,https://en.wikipedia.org/wiki/Acetaminophen
Lisinopril,Blood pressure medication,$7.49,https://en.wikipedia.org/wiki/Lisinopril
Metformin,Diabetes medication,$6.99,https://en.wikipedia.org/wiki/Metformin
Simvastatin,Cholesterol-lowering medication,$8.99,https://en.wikipedia.org/wiki/Simvastatin
Amlodipine,Blood pressure medication,$6.49,https://en.wikipedia.org/wiki/Amlodipine
Levothyroxine,Thyroid medication,$5.99,https://en.wikipedia.org/wiki/Levothyroxine
Omeprazole,Acid reflux medication,$7.99,https://en.wikipedia.org/wiki/Omeprazole
Atorvastatin,Cholesterol-lowering medication,$8.49,https://en.wikipedia.org/wiki/Atorvastatin
Metoprolol,Beta blocker,$6.99,https://en.wikipedia.org/wiki/Metoprolol
Losartan,Blood pressure medication,$7.49,https://en.wikipedia.org/wiki/Losartan
Warfarin,Blood thinner,$7.99,https://en.wikipedia.org/wiki/Warfarin
Gabapentin,Nerve pain medication,$8.99,https://en.wikipedia.org/wiki/Gabapentin
Citalopram,Antidepressant,$7.49,https://en.wikipedia.org/wiki/Citalopram
Furosemide,Diuretic,$6.99,https://en.wikipedia.org/wiki/Furosemide
Metronidazole,Antibiotic,$9.49,https://en.wikipedia.org/wiki/Metronidazole
Sildenafil,ED medication,$9.99,https://en.wikipedia.org/wiki/Sildenafil
Albuterol,Asthma medication,$7.99,https://en.wikipedia.org/wiki/Albuterol
Hydrochlorothiazide,Diuretic,$6.49,https://en.wikipedia.org/wiki/Hydrochlorothiazide
Prednisone,Corticosteroid,$8.49,https://en.wikipedia.org/wiki/Prednisone
